web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
1553033219-2972,https://socialblade.com/youtube/top/5000/mostsubscribed,Islamic Teacher Official,https://socialblade.com/youtube/channel/UC1XrhzT6FGdc9eAso7Kv3CQ,Islamic Teacher Official,919,3244901,350536942,PK,Education,"Sep 29th, 2016",B+,,https://youtube.com/channel/UC1XrhzT6FGdc9eAso7Kv3CQ,,https://www.instagram.com/islamicteacher9900/,,https://plus.google.com/+islamicteacher786,€3.6K - €57.1K,€42.8K - €684.8K
1553033247-2979,https://socialblade.com/youtube/top/5000/mostsubscribed,Nexxuz World,https://socialblade.com/youtube/c/nexxuzworld,Nexxuz World,1080,3243474,952173629,ES,Entertainment,"Dec 13th, 2014",B+,,https://youtube.com/channel/UCggHFGmLDDStxyM-uy9DYnQ,,https://instagram.com/nexxuzofficial/,,https://plus.google.com/115055466873300328474,€6.8K - €108K,€81K - €1.3M
1553033239-2977,https://socialblade.com/youtube/top/5000/mostsubscribed,NiceNienke,https://socialblade.com/youtube/user/nicenienke,NiceNienke,173,3243219,135007735,BR,Entertainment,"May 4th, 2012",B,,https://youtube.com/channel/UCGwC98aVFnR2vgWldNJg-Cw,,https://www.instagram.com/nienkehelthuis,,https://plus.google.com/112003284564874422873,€652 - €10.4K,€7.8K - €125.2K
1553033192-2965,https://socialblade.com/youtube/top/5000/mostsubscribed,Technology Gyan,https://socialblade.com/youtube/c/technologygyan,Technology Gyan,396,3242084,144768153,IN,Tech,"Nov 17th, 2015",B+,,https://youtube.com/channel/UC1tVU8H153ZFO9eRsxdJlhA,,https://www.instagram.com/manojsaru/,,https://plus.google.com/b/107601451737805239589,€2.6K - €41.8K,€31.3K - €501.1K
1553033201-2967,https://socialblade.com/youtube/top/5000/mostsubscribed,Dom TV,https://socialblade.com/youtube/channel/UCtbI3jXmBRdLvTZdi9bn7nQ,Dom TV,116,3240614,912178483,JP,,"Nov 22nd, 2016",A,,https://youtube.com/channel/UCtbI3jXmBRdLvTZdi9bn7nQ,null,,,https://youtube.com/channel/UCtbI3jXmBRdLvTZdi9bn7nQ,€24.9K - €397.8K,€298.3K - €4.8M
1553033208-2969,https://socialblade.com/youtube/top/5000/mostsubscribed,TBJZL,https://socialblade.com/youtube/user/tbjzl,TBJZL,842,3240148,350694060,GB,Games,"Nov 16th, 2011",B,https://youtube.com/channel/UCfNWN9s_s8kRTCadk04WWJA,,https://www.twitter.com/tobjizzle,,https://www.instagram.com/tobjizzle,,€655 - €10.5K,€7.9K - €125.8K
1553033227-2974,https://socialblade.com/youtube/top/5000/mostsubscribed,???,https://socialblade.com/youtube/channel/UC-i2ywiuvjvpTy2zW-tXfkw,???,3230,3239557,1506811241,KR,People,"Mar 28th, 2015",B+,,https://youtube.com/channel/UC-i2ywiuvjvpTy2zW-tXfkw,,https://www.facebook.com/profile.php?id=100004397493757&fref=ts,,https://www.instagram.com/,€10.8K - €172.5K,€129.4K - €2.1M
1553033119-2950,https://socialblade.com/youtube/top/5000/mostsubscribed,CineFix,https://socialblade.com/youtube/user/cinefix,CineFix,1983,3239378,723234193,US,Entertainment,"Jun 24th, 2006",B,https://youtube.com/channel/UCVtL1edhT8qqY-j2JIndMzg,,https://www.twitter.com/cinefixnetwork,,NA,,€2.2K - €35.2K,€26.4K - €422.4K
1553033224-2973,https://socialblade.com/youtube/top/5000/mostsubscribed,Paluten,https://socialblade.com/youtube/c/paluten---,Paluten,4886,3237575,2027374885,DE,Games,"Oct 17th, 2012",A-,,https://youtube.com/channel/UCOzqhzAIw4JTJIMkDTfLnkg,,https://instagram.com/paluten,,https://plus.google.com/115170044239621531500,€11K - €176.7K,€132.5K - €2.1M
1553033194-2966,https://socialblade.com/youtube/top/5000/mostsubscribed,RK Duggal Studios,https://socialblade.com/youtube/user/rkddigital,RK Duggal Studios,669,3234956,826279203,IN,Entertainment,"Mar 14th, 2014",A-,,https://youtube.com/channel/UCjBwQ6M9QyCgO5Pp-TQRFUA,,https://twitter.com/rkdstudios,,https://plus.google.com/100969359610514370453,€14.3K - €229.1K,€171.9K - €2.7M
1553033215-2971,https://socialblade.com/youtube/top/5000/mostsubscribed,BlackMVEVO,https://socialblade.com/youtube/user/blackmvevo,BlackMVEVO,115,3233814,1328111209,US,Music,"Aug 26th, 2013",B,,https://youtube.com/channel/UCW9wAlHYNUyauqIZVE46FmA,,https://twitter.com/bmesrimes,,https://instagram.com/blackmesrimes,€2.7K - €43.7K,€32.7K - €523.8K
1553033211-2970,https://socialblade.com/youtube/top/5000/mostsubscribed,KianAndJc,https://socialblade.com/youtube/c/kian_andjc,KianAndJc,368,3233742,541519188,US,People,"Jul 27th, 2014",B,,https://youtube.com/channel/UC_DptbqTndVt_Im3KkuIK5Q,,https://twitter.com/jccaylen,,https://instagram.com/kikilawl,€2.4K - €38.5K,€28.8K - €461.5K
1553033169-2960,https://socialblade.com/youtube/top/5000/mostsubscribed,Danny Ocean,https://socialblade.com/youtube/c/dannyocean,Danny Ocean,17,3233535,1951859143,US,Music,"Aug 14th, 2009",A-,,https://youtube.com/channel/UC8OjoQHmGd7fDWluxKlQGdg,,https://www.instagram.com/dannocean,,https://plus.google.com/116502060681552507825,€11.1K - €177.2K,€132.9K - €2.1M
1553033203-2968,https://socialblade.com/youtube/top/5000/mostsubscribed,Popular on YouTube - United Kingdom,https://socialblade.com/youtube/channel/UCR44SO_mdyRq-aTJHO5QxAw,Popular on YouTube - United Kingdom,0,3231421,0,,Games,"Jan 13th, 2014",D-,,https://youtube.com/channel/UCR44SO_mdyRq-aTJHO5QxAw,null,,,https://youtube.com/channel/UCR44SO_mdyRq-aTJHO5QxAw,€0 - €0,€0 - €0
1553033185-2964,https://socialblade.com/youtube/top/5000/mostsubscribed,schmoyoho,https://socialblade.com/youtube/c/smoyoho,schmoyoho,199,3229630,930351948,US,Comedy,"Dec 10th, 2006",B,,https://youtube.com/channel/UCNYrK4tc5i1-eL8TXesH2pg,,https://instagram.com/gregorybrothers,,https://plus.google.com/115454756142586978514,€724 - €11.6K,€8.7K - €138.9K
1553033183-2963,https://socialblade.com/youtube/top/5000/mostsubscribed,Joueur Du Grenier,https://socialblade.com/youtube/c/joueurdugrenie,Joueur Du Grenier,121,3229394,663183864,FR,Games,"Sep 29th, 2009",B,,https://youtube.com/channel/UC_yP2DpIgs5Y1uWC0T03Chw,null,,,https://youtube.com/channel/UC_yP2DpIgs5Y1uWC0T03Chw,€1.9K - €29.9K,€22.4K - €358.3K
1553033079-2941,https://socialblade.com/youtube/top/5000/mostsubscribed,Your Ayurveda Tips,https://socialblade.com/youtube/channel/UCVdJk6K4LpkXaUvfjd4k4LQ,Your Ayurveda Tips,301,3228683,195870757,,,"Aug 14th, 2016",B+,,https://youtube.com/channel/UCVdJk6K4LpkXaUvfjd4k4LQ,null,,,https://youtube.com/channel/UCVdJk6K4LpkXaUvfjd4k4LQ,€6.8K - €109.2K,€81.9K - €1.3M
1553033155-2957,https://socialblade.com/youtube/top/5000/mostsubscribed,Travel Thirsty,https://socialblade.com/youtube/user/travelthirstyblog,Travel Thirsty,421,3228272,1120438204,US,Travel,"Jan 20th, 2013",B+,,https://youtube.com/channel/UCHKVXtT1YBCYUnnr4apqXfg,,https://twitter.com/travel_thirsty,,https://www.instagram.com/travelthirstyblog/,€10.4K - €166.2K,€124.6K - €2M
1553033165-2959,https://socialblade.com/youtube/top/5000/mostsubscribed,MoreTDM,https://socialblade.com/youtube/user/moretdm,MoreTDM,197,3228095,538762086,GB,People,"Oct 2nd, 2014",B,https://youtube.com/channel/UCmr0m5RQoEDXQY3hFBIEK3w,,https://www.twitter.com/diamondminecart,,NA,,€452 - €7.2K,€5.4K - €86.8K
1553033157-2958,https://socialblade.com/youtube/top/5000/mostsubscribed,Jove,https://socialblade.com/youtube/c/jove[virtus.pro],Jove,3505,3225082,1170197158,RU,Games,"Jan 6th, 2009",B,,https://youtube.com/channel/UCDx2-SCLzDaC4vlh2PCGYQA,,https://instagram.com/thejove86,,https://plus.google.com/102046783821938627203,€2.8K - €44.5K,€33.4K - €534.2K
1553033146-2955,https://socialblade.com/youtube/top/5000/mostsubscribed,Shaaanxo,https://socialblade.com/youtube/c/shaaanxo////,Shaaanxo,1366,3223795,417429942,NZ,Howto,"Jan 18th, 2009",B,,https://youtube.com/channel/UCMpOz2KEfkSdd5JeIJh_fxw,,https://www.instagram.com/shaaanxo,,https://plus.google.com/104592603778625370303,€916 - €14.7K,€11K - €175.8K
1553033125-2952,https://socialblade.com/youtube/top/5000/mostsubscribed,Daily Fortnite Battle Royale…,https://socialblade.com/youtube/channel/UCUPwakTy_PtUBdY1HrgqaaA,Daily Fortnite Battle Royale Moments,997,3223607,860668840,US,,"Oct 12th, 2017",B+,,https://youtube.com/channel/UCUPwakTy_PtUBdY1HrgqaaA,null,,,https://youtube.com/channel/UCUPwakTy_PtUBdY1HrgqaaA,€7.9K - €126K,€94.5K - €1.5M
1553033107-2948,https://socialblade.com/youtube/top/5000/mostsubscribed,cricket.com.au,https://socialblade.com/youtube/c/cricketaustralia,cricket.com.au,7436,3222218,1004481218,AU,Sports,"Dec 5th, 2008",B+,,https://youtube.com/channel/UCkBY0aHJP9BwjZLDYxAQrKg,,https://instagram.com/cricketcomau,,https://plus.google.com/112830094529229557119,€8.2K - €130.9K,€98.2K - €1.6M
1553033129-2953,https://socialblade.com/youtube/top/5000/mostsubscribed,Tiffany Alvord,https://socialblade.com/youtube/user/tiffanyalvord,Tiffany Alvord,385,3222078,662875316,US,Music,"Apr 14th, 2008",B-,,https://youtube.com/channel/UCR-ENZ64WL1vB8KU4YzdmTQ,,https://www.instagram.com/tiffanyalvord/,,https://plus.google.com/101737207496166565047,€272 - €4.3K,€3.3K - €52.2K
1553033103-2947,https://socialblade.com/youtube/top/5000/mostsubscribed,The Icing Artist,https://socialblade.com/youtube/c/theicingartist,The Icing Artist,278,3220239,667168443,CA,Howto,"Sep 11th, 2013",B+,,https://youtube.com/channel/UC500_29hTGKAj6GBmSoMiBw,,https://instagram.com/theicingartist.laurie,,https://plus.google.com/103416312374573139828,€3.9K - €62.4K,€46.8K - €749K
1553033087-2943,https://socialblade.com/youtube/top/5000/mostsubscribed,Voice of Heart Music,https://socialblade.com/youtube/c/voiceofheartmusicofficial,Voice of Heart Music,836,3218693,1197838378,IN,Music,"Aug 17th, 2015",A-,,https://youtube.com/channel/UCn03Sav2sCFB35wvS_dhznw,,https://twitter.com/voiceheartmusic,,https://plus.google.com/+voiceofheartmusicofficial,€12K - €191.4K,€143.6K - €2.3M
1553033090-2944,https://socialblade.com/youtube/top/5000/mostsubscribed,YellowBrickCinema - Relaxing Music,https://socialblade.com/youtube/c/yellowbrickcinema,YellowBrickCinema - Relaxing Music,2240,3217554,1168884468,US,Music,"Jan 19th, 2013",B+,,https://youtube.com/channel/UCwobzUc3z-0PrFpoRxNszXQ,,https://youtube.com/channel/UCwobzUc3z-0PrFpoRxNszXQ,,https://www.facebook.com/yellowbrickcinema,€5.5K - €88.1K,€66.1K - €1.1M
1553033101-2946,https://socialblade.com/youtube/top/5000/mostsubscribed,JuanGabrielVEVO,https://socialblade.com/youtube/user/juangabrielvevo,JuanGabrielVEVO,240,3217080,3009560856,US,Music,"Oct 15th, 2009",B+,,https://youtube.com/channel/UCWANPVmVKsJUg2ed9hK2r9w,,https://www.facebook.com/elesjuangabriel,,https://twitter.com/soyjuangabriel,€10.4K - €165.7K,€124.2K - €2M
1553033084-2942,https://socialblade.com/youtube/top/5000/mostsubscribed,SkyrockFM,https://socialblade.com/youtube/c/skyrockfm,SkyrockFM,3338,3216818,1127031939,FR,Music,"Mar 14th, 2013",B+,,https://youtube.com/channel/UC5BYACI8gIm3wDlVnhKFG5A,,https://instagram.com/skyrockfm,,https://plus.google.com/117143364943826839414,€9.5K - €152.6K,€114.4K - €1.8M
1553033094-2945,https://socialblade.com/youtube/top/5000/mostsubscribed,Wong Fu Productions,https://socialblade.com/youtube/c/wongfu,Wong Fu Productions,536,3215896,539068596,US,Entertainment,"Apr 25th, 2007",B,,https://youtube.com/channel/UCutXfzLC5wrV3SInT_tdY0w,,https://instagram.com/wongfupro,,https://plus.google.com/116618003591905607912,€427 - €6.8K,€5.1K - €82K
1553033053-2936,https://socialblade.com/youtube/top/5000/mostsubscribed,EL DEMENTE,https://socialblade.com/youtube/c/eldemente,EL DEMENTE,342,3214364,400886706,AR,Entertainment,"Dec 20th, 2012",B+,,https://youtube.com/channel/UCmWPqUFtuWO7DrSgdlUzT3w,,https://www.twitter.com/dementeyt,,https://instagram.com/dementeyt,€10.5K - €167.9K,€125.9K - €2M
1553033071-2940,https://socialblade.com/youtube/top/5000/mostsubscribed,penguinz0,https://socialblade.com/youtube/user/penguinz0,penguinz0,1706,3213306,933634962,US,Games,"May 7th, 2007",B+,,https://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg,,https://twitter.com/moistcr1tikal,,https://plus.google.com/118427901813064144188,€6.5K - €103.5K,€77.7K - €1.2M
1553033056-2937,https://socialblade.com/youtube/top/5000/mostsubscribed,Candy Play TV,https://socialblade.com/youtube/c/candyplaytv,Candy Play TV,401,3212925,1198040035,US,Education,"Feb 9th, 2016",B+,,https://youtube.com/channel/UCfBZQnAn5PGkLBAhUW2xU_w,null,,,https://youtube.com/channel/UCfBZQnAn5PGkLBAhUW2xU_w,€10K - €159.8K,€119.8K - €1.9M
1553033069-2939,https://socialblade.com/youtube/top/5000/mostsubscribed,WithZack,https://socialblade.com/youtube/c/with-zack,WithZack,1360,3212662,748550160,ES,Games,"May 26th, 2016",B+,,https://youtube.com/channel/UCjmGtPZMS9kSLheN4MYO2XQ,,https://twitter.com/withzack__,,https://www.instagram.com/withzack/,€4.5K - €71.3K,€53.5K - €855.9K
1553033037-2933,https://socialblade.com/youtube/top/5000/mostsubscribed,Steve TV Show,https://socialblade.com/youtube/c/stevetvshow,Steve TV Show,7939,3211592,1659441255,US,Entertainment,"Jun 21st, 2012",A-,,https://youtube.com/channel/UCEs-zSwH2NYGskxF-ptoT1w,,https://instagram.com/iamsteveharveytv,,https://plus.google.com/103110090739526688241,€16.2K - €259.6K,€194.7K - €3.1M
1553033047-2935,https://socialblade.com/youtube/top/5000/mostsubscribed,Mamute Congelado,https://socialblade.com/youtube/c/mamutecongelado,Mamute Congelado,374,3211039,226014093,BR,,"Jul 18th, 2016",B,,https://youtube.com/channel/UCo3SoV1pJPQPJSDVKdurksA,,https://www.facebook.com/profile.php?id=100015184834711,,https://www.instagram.com/guisantoscmc/,€2.9K - €46.2K,€34.7K - €554.9K
1553033003-2927,https://socialblade.com/youtube/top/5000/mostsubscribed,Memeulous,https://socialblade.com/youtube/c/memeulous/////////////////////////////////////////,Memeulous,362,3210250,614340476,GB,Comedy,"Sep 5th, 2014",B+,,https://youtube.com/channel/UC1o6smXb21IK3HV0yUcOFNg,,https://twitter.com/memeulous,,https://instagram.com/legitmemeulous,€4.9K - €78.8K,€59.1K - €945.7K
1553032974-2920,https://socialblade.com/youtube/top/5000/mostsubscribed,[Awesome Haeun]????,https://socialblade.com/youtube/channel/UCcpAtOvcne_cX7gvarTgKsQ,[Awesome Haeun]????,319,3207302,438804713,KR,Music,"Jul 26th, 2014",B+,,https://youtube.com/channel/UCcpAtOvcne_cX7gvarTgKsQ,,https://socialblade.com/youtube/channel/instagram.com/awesomehaeun,,https://plus.google.com/104077637721364731676,€4.4K - €70.5K,€52.9K - €846K
1553033027-2931,https://socialblade.com/youtube/top/5000/mostsubscribed,Felix von der Laden,https://socialblade.com/youtube/c/felixladen,Felix von der Laden,3473,3206621,1279839930,DE,People,"Jun 10th, 2011",B,,https://youtube.com/channel/UChr1sKJ27Fr6WZxAlusbo_w,,https://www.twitter.com/felixladen,,https://www.instagram.com/felixladen,€864 - €13.8K,€10.4K - €166K
1553033017-2929,https://socialblade.com/youtube/top/5000/mostsubscribed,HolaSoyGerman2,https://socialblade.com/youtube/user/holasoygerman2,HolaSoyGerman2,11,3206380,38639326,CL,Entertainment,"Oct 1st, 2011",B-,,https://youtube.com/channel/UCgFDzeQoCgFPv4xQolfqs4w,,https://twitter.com/germangarmendia,,https://plus.google.com/104231997121995038813,€42 - €674,€506 - €8.1K
1553032991-2924,https://socialblade.com/youtube/top/5000/mostsubscribed,Febatista,https://socialblade.com/youtube/c/febatista~,Febatista,3960,3206065,657492837,BR,Games,"Oct 4th, 2011",B+,,https://youtube.com/channel/UCs2AZhOnCTX0P4NtyNpuetQ,,https://instagram.com/febatista,,https://plus.google.com/113232223163790294407,€4.1K - €65.7K,€49.3K - €788.4K
1553032999-2926,https://socialblade.com/youtube/top/5000/mostsubscribed,JacyandKacy,"https://socialblade.com/youtube/c/jacy,andkacy",JacyandKacy,697,3205478,780567709,US,People,"May 18th, 2014",B,,https://youtube.com/channel/UCuxRpCqRMfZU5glUi47bWXA,,https://www.twitter.com/jacyandkacy,,https://instagram.com/jacyandkacy,€0 - €0,€0 - €0
1553032970-2919,https://socialblade.com/youtube/top/5000/mostsubscribed,Ayurved Samadhan,https://socialblade.com/youtube/c/ayurvedsamadhan,Ayurved Samadhan,2156,3203737,305828659,IN,Howto,"Jun 12th, 2016",B,,https://youtube.com/channel/UC7dj0KXfEQEVNgH2arxcZdA,,https://twitter.com/ayurvedsamadhan,,https://plus.google.com/b/111845632804922778419/+ayurvedsamadhan,€1.4K - €23K,€17.3K - €276K
1553032977-2921,https://socialblade.com/youtube/top/5000/mostsubscribed,MyCupcakeAddiction,https://socialblade.com/youtube/c/mycupcakeaddiction-,MyCupcakeAddiction,596,3202288,453764209,AU,Howto,"Sep 21st, 2011",B-,,https://youtube.com/channel/UCxytOEPP99jj8mqVGAO7haQ,,https://www.twitter.com/#!/cupcakeaddictau,,https://instagram.com/mycupcakeaddiction,€201 - €3.2K,€2.4K - €38.5K
1553032965-2918,https://socialblade.com/youtube/top/5000/mostsubscribed,Ice Cream Rolls,https://socialblade.com/youtube/c/icecreamrolls,Ice Cream Rolls,348,3201344,348611459,DE,Entertainment,"Oct 11th, 2011",B,,https://youtube.com/channel/UCAon55hNT6ESbdQ5y1hRWTA,,https://instagram.com/icecreamrolls/,,https://plus.google.com/114728865218514892827,€4K - €63.3K,€47.5K - €760.1K
1553032916-2907,https://socialblade.com/youtube/top/5000/mostsubscribed,Sidul Tube,https://socialblade.com/youtube/c/sidultube,Sidul Tube,689,3201275,479178830,ID,News,"May 2nd, 2016",B+,,https://youtube.com/channel/UCyIEVMhLpr-zmqZN9v2Ka_w,,https://twitter.com/sidultube,,https://plus.google.com/u/0/+sidultube,€7.6K - €122.3K,€91.7K - €1.5M
1553032963-2917,https://socialblade.com/youtube/top/5000/mostsubscribed,????????,https://socialblade.com/youtube/channel/UCI-t7aBR9T38EzLaNNXLLqA,????????,915,3201108,1170521647,RU,Games,"Jul 14th, 2016",A,,https://youtube.com/channel/UCI-t7aBR9T38EzLaNNXLLqA,,https://youtube.com/channel/UCI-t7aBR9T38EzLaNNXLLqA,,https://plus.google.com/+%d0%95%d0%b2%d0%b3%d0%b5%d0%bd%d0%91%d1%80%d0%be%d0%a2%d0%9c/posts,€14.5K - €232.2K,€174.1K - €2.8M
1553032948-2914,https://socialblade.com/youtube/top/5000/mostsubscribed,ZENSE Entertainment,https://socialblade.com/youtube/c/zensetv,ZENSE Entertainment,9186,3199749,1543448023,TH,Entertainment,"Dec 13th, 2010",A-,,https://youtube.com/channel/UCyw69lFs9nFatEft6isn1CA,,https://instagram.com/zense_tv,,https://plus.google.com/104390905808392612224,€15.1K - €241.9K,€181.4K - €2.9M
1553032941-2913,https://socialblade.com/youtube/top/5000/mostsubscribed,Working with Lemons,https://socialblade.com/youtube/c/workingwithlemons,Working with Lemons,294,3195263,1588258490,US,Entertainment,"Oct 27th, 2008",B+,,https://youtube.com/channel/UCjxq9YFOGXx_wPr5Z8jidEA,,https://instagram.com/workingwithlemons/,,https://plus.google.com/109240546207832945977,€7.3K - €116.6K,€87.5K - €1.4M
1553032932-2911,https://socialblade.com/youtube/top/5000/mostsubscribed,EyshElly | ??? ????,https://socialblade.com/youtube/c/eyshely,EyshElly | ??? ????,109,3192216,396967469,SA,Entertainment,"Feb 24th, 2011",B-,,https://youtube.com/channel/UCSt0Asi7Eozz78qna1d--0A,,https://twitter.com/eyshelly,,https://plus.google.com/117071819969987477418,€169 - €2.7K,€2K - €32.4K
1553032922-2908,https://socialblade.com/youtube/top/5000/mostsubscribed,LifeAccordingToJimmy,https://socialblade.com/youtube/user/lifeaccordingtojimmy,LifeAccordingToJimmy,263,3191555,528765457,US,Comedy,"Nov 24th, 2011",B,,https://youtube.com/channel/UCtKf_mQKvfiPvpxyKBVWBoQ,,https://twitter.com/#!/jimmytatro,,https://instagram.com/jimprov,€1.7K - €26.5K,€19.9K - €318.6K
1553032928-2910,https://socialblade.com/youtube/top/5000/mostsubscribed,XHIT Daily,https://socialblade.com/youtube/c/xhit,XHIT Daily,643,3191173,454733448,US,Sports,"Jul 28th, 2012",B,,https://youtube.com/channel/UCM1Nde-9eorUhq-teaWlgUA,,https://instagram.com/watchxhit,,https://plus.google.com/118139763233203508264,€705 - €11.3K,€8.5K - €135.4K
